Scientific Name | Nom scientifique,Taxonomic Kingdom | Règne taxonomique,Taxonomic Rank | Rang taxonomique,Province/Territory | Province/territoire,Province/Territory Code | Code du Province/territoire,Country | Pays,Country Code | Code du pays,Collection Code | Code de la collection
"Helicotylenchus pseudorobustus (Steiner, 1914) Golden, 1956",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Hemicycliophora uniformis Thorne, 1955",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Heterodera avenae Wollenweber, 1924",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Heterodera schachtii A. Schmidt, 1871",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Heterodera trifolii Goffart, 1932",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Ironus terranovus Ebsary, 1985",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Mononchus truncatus Bastian, 1865",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Ogma seymouri (Wu, 1965) Siddiqi, 1986",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Paramononchus arcticus Mulvey, 1978",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Punctodera punctata (Thorne, 1928) Mulvey & Stone, 1976",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Tylenchorhynchus dubius (Bütschli, 1873) Filipjev, 1936",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Tylenchorhynchus maximus Allen, 1955",Animalia,species | espèce,Newfoundland and Labrador | Terre-Neuve-et-Labrador,NL,Canada,CA,CNC
"Aphelenchoides arcticus Sanwal, 1965",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Arctidorylaimus arcticus Mulvey & Anderson, 1979",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Bastiania gracilis de Man, 1876",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Capitomermis micropeos Mulvey & Nickle, 1978",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Cylindrolaimus melancholicus de Man, 1880",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Ethmolaimus pratensis de Man, 1880",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Gastromermis pachopeos Mulvey & Nickle, 1978",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Geocenamus arcticus (Mulvey, 1969) Tarjan, 1973",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Geocenamus longus (Wu, 1969) Tarjan, 1973",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Hydromermis conopophaga Poinar, 1968",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Hydromermis macrospiculatus Mulvey & Nickle, 1978",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Microlaimus arcticus Mulvey, 1969",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Mononchus truncatus Bastian, 1865",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Nagelus leptus (Allen, 1955) Siddiqi, 1979",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Neomesomermis flumenalis (Welch, 1962)",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Neomesomermis welchi Mulvey & Nickle, 1978",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Neomesomermis yukonensis Mulvey & Nickle, 1978",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Nothotylenchus acris Thorne, 1941",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Nothotylenchus attenuatus Mulvey, 1969",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Nothotylenchus danubialis Andrássy, 1960",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Paractinolaimus spanithelus Eveleigh, 1982",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Paramononchus arcticus Mulvey, 1978",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Plectus cirratus Bastian, 1865",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Rhabdolaimus terrestris de Man, 1880",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Rhyssocolpus arcticus Ebsary, 1984",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Teratocephalus lirellus Anderson, 1969",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Tylenchus neodavainei Wu, 1969",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Tylenchus stylolineatus Wu, 1969",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Hadrodenus megacondylus Mulvey, 1969",Animalia,species | espèce,Northwest Territories | Territoires du Nord-Ouest,NT,Canada,CA,CNC
"Acrobeloides apiculatus (Thorne, 1925) Thorne, 1937",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Acrobeloides nanus (de Man, 1880) Anderson, 1968",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Anaplectus porosus Allen & Noffsinger, 1968",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Aphelenchus avenae Bastian, 1865",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Bakernema inaequale (Taylor, 1936) Mehta & Raski, 1971",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Chromadora nudicapitata Bastian, 1865",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Chromadorina germanica (Bütschli, 1874) Wieser, 1954",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Chronogaster longicollis (Daday, 1899) Andrássy, 1958",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Criconema sphagni Micoletzky, 1925",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Dolichodorus heterocephalus Cobb, 1914",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Enoplus communis Bastian, 1865",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Euteratocephalus palustris (de Man, 1880) Andrássy, 1958",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Helicotylenchus dihystera (Cobb, 1893) Sher, 1966",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Helicotylenchus hydrophilus Sher, 1966",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Helicotylenchus pseudorobustus (Steiner, 1914) Golden, 1956",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Helicotylenchus spitsbergensis Loof, 1971",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Hemicycliophora minora Wu, 1966",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Hemicycliophora uniformis Thorne, 1955",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Hoplolaimus galeatus (Cobb, 1913)",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Meloidogyne hapla Chitwood, 1949",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Meloidogyne incognita (Kofoid & White, 1919) Chitwood, 1949",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Mermis nigrescens Dujardin, 1842",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Ogma seymouri (Wu, 1965) Siddiqi, 1986",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Paratylenchus microdorus Andrássy, 1959",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Paratylenchus projectus Jenkins, 1956",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Pelodera strongyloides (A. Schneider, 1860) Schneider, 1866",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Pratylenchus crenatus Loof, 1960",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Pratylenchus neglectus (Rensch, 1924) Filipjev & Schuurmans Stekhoven, 1941",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Pratylenchus penetrans (Cobb, 1917) Filipjev & Schuurmans Stekhoven, 1941",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Theristus acer Bastian, 1865",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Tylenchorhynchus dubius (Bütschli, 1873) Filipjev, 1936",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Tylenchorhynchus maximus Allen, 1955",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Viscosia macramphida Chitwood, 1951",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Mesocriconema axeste (Fassuliotis & Williamson, 1959) Loof & De Grisse, 1989",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Mesocriconema xenoplax (Raski, 1952) Loof & De Grisse, 1989",Animalia,species | espèce,Nova Scotia | Nouvelle-Écosse,NS,Canada,CA,CNC
"Acrobeloides apiculatus (Thorne, 1925) Thorne, 1937",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Acrobeloides nanus (de Man, 1880) Anderson, 1968",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Amplimerlinius amplus Siddiqi, 1976",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Aphelenchoides fragariae (Ritzema Bos, 1890) Christie, 1932",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Aphelenchoides limberi Steiner, 1936",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Aphelenchoides parietinus (Bastian, 1865) Steiner, 1932",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Aphelenchoides ritzemabosi (Schwartz, 1911) Steiner and Buhrer, 1932",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Aphelenchoides saprophilus Franklin, 1957",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Aphelenchoides subtenuis (Cobb, 1926)",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Aphelenchus avenae Bastian, 1865",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Bakernema inaequale (Taylor, 1936) Mehta & Raski, 1971",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Cactodera weissi (Steiner, 1949) Krall & Krall, 1978",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Cephalenchus hexalineatus (Geraert, 1962) Geraert & Goodey, 1964",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Criconema crotaloides (Cobb, 1924) Schuurmans-Stekhoven & Teunissen, 1938",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Criconema demani Micoletzky, 1925",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Criconema longulum Gunhold, 1953",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Criconema mutabile (Taylor, 1936) Raski & Luc, 1985",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Criconema sphagni Micoletzky, 1925",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Crossonema capitospinosum Ebsary, 1979",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Cuticonema vivipara Sanwal, 1959",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Cylindrolaimus melancholicus de Man, 1880",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Ditylenchus destructor Thorne, 1945",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Ditylenchus dipsaci (Kühn, 1857) Filipjev, 1936",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Ereptonema fimbriatum Anderson, 1966",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Geocenamus longus (Wu, 1969) Tarjan, 1973",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Helicotylenchus californicus Sher, 1966",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Helicotylenchus digonicus Perry in Perry, Darling & Thorne, 1959",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Helicotylenchus dihystera (Cobb, 1893) Sher, 1966",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Helicotylenchus leiocephalus Sher, 1966",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Helicotylenchus pseudorobustus (Steiner, 1914) Golden, 1956",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Helicotylenchus teleductus Anderson, 1974",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Helicotylenchus varicaudatus Yuen, 1964",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Hemicycliophora minora Wu, 1966",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Hemicycliophora similis Thorne, 1955",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Hemicycliophora uniformis Thorne, 1955",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Hemicycliophora vidua Raski, 1958",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Heterodera avenae Wollenweber, 1924",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Heterodera carotae Jones, 1950a",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Heterodera cruciferae Franklin, 1945",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Heterodera fici Kirjanova, 1954",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Heterodera glycines Ichinohe, 1952",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Heterodera schachtii A. Schmidt, 1871",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Heterodera trifolii Goffart, 1932",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Hirschmanniella gracilis (de Man, 1880) Luc & Goodey, 1964",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Hoplolaimus galeatus (Cobb, 1913)",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Judonchulus recessus (Cobb, 1917) Andrássy, 1958",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Longidorus breviannulatus Norton & Hoffmann, 1975",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Longidorus diadecturus Eveleigh & Allen, 1982",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Longidorus elongatus (de Man, 1876) Micoletzky, 1922",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Meloidogyne arenaria (Neal, 1889) Chitwood, 1949",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Meloidogyne graminis (Sledge & Golden, 1964) Whitehead, 1968",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Meloidogyne hapla Chitwood, 1949",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Meloidogyne incognita (Kofoid & White, 1919) Chitwood, 1949",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Meloidogyne javanica (Treub, 1885) Chitwood, 1949",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Meloidogyne microtyla Mulvey, Townshend & Potter, 1975",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Meloidogyne naasi Franklin, 1965",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Mermis nigrescens Dujardin, 1842",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Mononchus truncatus Bastian, 1865",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Mylonchulus subtenuis Cobb, 1917",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Nagelus leptus (Allen, 1955) Siddiqi, 1979",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Ogma cobbi (Micoletzky, 1925) Siddiqi, 1986",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Ogma seymouri (Wu, 1965) Siddiqi, 1986",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Panagrellus redivivus (Linnaeus, 1767) Goodey, 1945",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paraplectonema canadianum Hopper, 1968",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratrichodorus pachydermus (Seinhorst, 1954)",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus aciculus Brown, 1959",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus audriellus Brown, 1959",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus brevihastus Wu, 1962",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus hamatus Thorne & Allen, 1950",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus microdorus Andrássy, 1959",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus projectus Jenkins, 1956",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus robustus Wu, 1974",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus tateae Wu & Townshend, 1973",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus tenuicaudatus Wu, 1961",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Paratylenchus variabilis Raski, 1975",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pelodera punctata (Cobb, 1914) Dougherty, 1955",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Plectus rhizophilus de Man, 1880",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus brachyurus (Godfrey, 1929) Filipjev & Schuurmans Stekhoven, 1941",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus crenatus Loof, 1960",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus fallax Seinhorst, 1968",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus hexincisus Taylor & Jenkins, 1957",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus macrostylus Wu, 1971",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus neglectus (Rensch, 1924) Filipjev & Schuurmans Stekhoven, 1941",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus penetrans (Cobb, 1917) Filipjev & Schuurmans Stekhoven, 1941",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus sensillatus Anderson & Townshend, 1985",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Pratylenchus vulnus Allen & Jensen, 1951",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
"Psilenchus hilarulus de Man, 1921",Animalia,species | espèce,Ontario,ON,Canada,CA,CNC
